Id	CAS	SMILES	Status	Experimental value 	Predicted value 
1193	N.A.	O=S(=O)(O)c2ccc3c(N=Nc1cc(c(cc1(OC))S(=O)(=O)O)C)c(O)ccc3(c2)	Training	NON-active	NON-active
1194	N.A.	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(C)C)C3(C)(C)	Training	NON-active	NON-active
1195	N.A.	OCCOCCOc1ccc(cc1)CCCCCCCCC	Training	NON-active	Possible active
1196	N.A.	O=C(OCC(CC)CCCC)c1c(C(=O)OCC(CC)CCCC)c(c(c(c1Br)Br)Br)Br	Training	NON-active	NON-active
1197	N.A.	O=C1C=C(Cl)SN1C	Training	NON-active	Possible NON-active
1198	N.A.	O=S(=O)(Oc1ccc2OC(OCC)C(c2(c1))(C)C)C	Training	NON-active	NON-active
1199	N.A.	O=C1C=CSN1CCCCCCCC	Training	NON-active	NON-active
1200	N.A.	O=CNC(N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	Training	NON-active	NON-active
1201	N.A.	O=C(O)C(C)(CC)CCC(C)C	Training	NON-active	NON-active
1202	N.A.	N(CCCC)(CCCC)CCCCCCN(CCCC)CCCC	Training	NON-active	Not predicted
1203	N.A.	O=C(OC(C)COCC(OC(=O)c1ccccc1)C)c2ccccc2	Training	NON-active	Possible NON-active
1204	N.A.	O=C(OCCCCCCCC(C)C)CCCCC(=O)OCCCCCCCC(C)C	Training	NON-active	NON-active
1205	N.A.	Oc1ccccc1CCCCCCCCCCCC	Training	Active	Not predicted
1206	N.A.	O=C1N(N=CC(=NC)C1Cl)c2cccc(c2)C(F)(F)F	Training	NON-active	NON-active
1207	N.A.	O=S(=O)(O)c4ccccc4(C=Cc1ccc(cc1)c2ccc(cc2)C=Cc3ccccc3S(=O)(=O)O)	Training	NON-active	Possible active
1208	N.A.	Oc1ccc(cc1)C(c2ccc(O)cc2)(c3ccc(O)cc3)C	Training	Active	Active
1209	N.A.	n1c(nc(nc1NC(C)(C)C)SC)NC2CC2	Training	NON-active	NON-active
1210	N.A.	O=C(N(CC)CC)SCc1ccc(cc1)Cl	Training	NON-active	NON-active
1211	N.A.	O=C(OCCCCCCC(C)C)c1ccccc1(C(=O)OCCCCCCC(C)C)	Training	NON-active	NON-active
1212	N.A.	O=S(=O)(O)c1ccc(cc1)Nc2ccc(cc2)C(=C4C=CC(=Nc3ccc(cc3S(=O)(=O)O)S(=O)(=O)O)C=C4)c5ccc(N)c(c5)C	Training	NON-active	Possible NON-active
1213	N.A.	c1ccc2c(c1)ccc(c2C)C	Training	NON-active	NON-active
1214	N.A.	O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1	Training	NON-active	Possible NON-active
1215	N.A.	n2nc1c(cccc1C)[nH]2	Training	NON-active	Not predicted
1216	N.A.	OC(OCCCC)CC	Training	NON-active	Possible NON-active
1217	N.A.	O=C(OCCCCCC(C)C)C=C	Training	NON-active	Possible NON-active
1218	N.A.	OCC1OC(OCCCCCCCC)C(O)C(O)C1(O)	Training	NON-active	NON-active
1219	N.A.	OCC1OC(OCCCCCCCCCC)C(O)C(O)C1(O)	Training	NON-active	NON-active
1220	N.A.	CCCC[N+](C)(CCCC)CCCC	Training	NON-active	Not predicted
1221	N.A.	O=C1NC(=O)N(C=C1C)C2OC(CO)C(N=[N+]=N)C2	Training	NON-active	NON-active
1222	N.A.	O=C(NP(=O)(OC)SC)C	Training	NON-active	Possible NON-active
1223	N.A.	O=C(OC(C)C)C=C(OP(OC)(NCC)=S)C	Training	NON-active	Possible NON-active
1224	N.A.	O=C(O)c1cc(O)c2ccccc2(c1(O))	Training	NON-active	Possible NON-active
1225	N.A.	O=C(C1=C(C)C2CC3(C1)(C(C)CCC3(C2(C)(C))))C	Training	Active	Possible NON-active
1226	N.A.	O=C2N(c1cc(cc(c1)Cl)Cl)C(=O)C3(C)(CC23(C))	Training	NON-active	NON-active
1227	N.A.	N(=CN(C=Nc1ccc(cc1C)C)C)c2ccc(cc2C)C	Training	NON-active	Possible NON-active
1228	N.A.	Nc1ccc(cc1)CCCCC	Training	NON-active	Possible NON-active
1229	N.A.	O=[N+]([O-])c1cc(cc(c1(NC(C)CC))[N+](=O)[O-])C(C)(C)C	Training	NON-active	NON-active
1230	N.A.	O=C(OCCCCCCC(C)C)CCCCC(=O)OCCCCCCC(C)C	Training	NON-active	NON-active
1231	N.A.	OCCCCCCCC=CC=CC	Training	NON-active	Not predicted
1232	N.A.	O=C(NC)N(c1nnc(C(C)(C)C)s1)C	Training	NON-active	Possible NON-active
1233	N.A.	O=C(N(c1c(cccc1CC)C)COCC)CCl	Training	NON-active	NON-active
1234	N.A.	OC(OCCCOC)CC	Training	NON-active	NON-active
1235	N.A.	O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl	Training	NON-active	NON-active
1236	N.A.	n1ccn(c1)CC(OCC=C)c2ccc(cc2Cl)Cl	Training	NON-active	Possible NON-active
1237	N.A.	O=C2Oc1cc(cnc1N2CSP(=O)(OC)OC)Cl	Training	NON-active	NON-active
1238	N.A.	N#CCCC(C#N)(CBr)Br	Training	NON-active	NON-active
1239	N.A.	O=C(OCCCCCCCC(C)C)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C	Training	NON-active	NON-active
1240	N.A.	O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2	Training	NON-active	NON-active
1241	N.A.	O=S(=O)(O)c2cc(O)c3c(N=Nc1ccccc1C(F)(F)F)c(N)ccc3(c2)	Training	NON-active	NON-active
1242	N.A.	O=C(N(CC=C)CC=C)C(Cl)Cl	Training	NON-active	NON-active
1243	N.A.	O=C(NCNC(=O)NC1C(=O)NC(=O)N1(CO))NC2C(=O)NC(=O)N2(CO)	Training	NON-active	NON-active
1244	N.A.	O=C(Oc1c(cc(cc1CCCCCC(C)C)[N+](=O)[O-])[N+](=O)[O-])C=CC	Training	NON-active	NON-active
1245	N.A.	N#CC(OC(=O)C1C(C)(C)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-active	Possible NON-active
1246	N.A.	O(c1ccc(N)cc1)CCCCCC	Training	NON-active	Possible NON-active
1247	N.A.	O=C1CCC(CC1)CCC	Training	NON-active	Possible NON-active
1248	N.A.	O=P(Oc1ccc(cc1Cl)Br)(OCC)SCCC	Training	NON-active	NON-active
1249	N.A.	n1c(nn(c1Cl)C(C)C)OP(OCC)(OCC)=S	Training	NON-active	NON-active
1250	N.A.	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)C(F)(F)F)cc2(OCC)	Training	NON-active	NON-active
1251	N.A.	O=C(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Training	NON-active	NON-active
1252	N.A.	c1ccc(cc1)c3cc(c2ccccc2)[n+](n3C)C	Training	NON-active	Not predicted
1253	N.A.	O=C(c1ccc(OC(C(=O)OC(C)C)(C)C)cc1)c2ccc(cc2)Cl	Training	NON-active	Possible active
1254	N.A.	O=C1OC(C=C)(C(=O)N1c2cc(cc(c2)Cl)Cl)C	Training	NON-active	NON-active
1255	N.A.	O=C(O)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	NON-active	NON-active
1256	N.A.	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	NON-active	NON-active
1257	N.A.	O=C(N(c1c(cccc1CC)C)C(C)COC)CCl	Training	NON-active	NON-active
1258	N.A.	O=C1N=C(N(C(=O)N1C2CCCCC2)C)N(C)C	Training	NON-active	NON-active
1259	N.A.	O=C(OC)C(Oc2ccc(Oc1ccc(cc1Cl)Cl)cc2)C	Training	NON-active	NON-active
1260	N.A.	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	NON-active	NON-active
1261	N.A.	O(c1ccccc1)c2cccc(c2)CBr	Training	Active	Not predicted
1262	N.A.	O=C(Nc1ccccc1)Nc2cnns2	Training	NON-active	NON-active
1263	N.A.	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-active	NON-active
1264	N.A.	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)	Training	NON-active	NON-active
1265	N.A.	O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(O)(C)C	Training	NON-active	NON-active
1266	N.A.	N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-active	NON-active
1267	N.A.	n1c(nc(cc1C)C)Nc2ccccc2	Training	NON-active	NON-active
1268	N.A.	O=C(OCCCCCCC(C)C)c1ccc(C(=O)OCCCCCCC(C)C)c(c1)C(=O)OCCCCCCC(C)C	Training	NON-active	NON-active
1269	N.A.	O(CC)P(OCC)(OC(C(Cl)(Cl)Cl)Cl)=S	Training	NON-active	NON-active
1270	N.A.	OC(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Training	NON-active	NON-active
1271	N.A.	O=[N+]([O-])c1cc(cc(c1N(CC(=C)C)CC)[N+](=O)[O-])C(F)(F)F	Training	NON-active	NON-active
1272	N.A.	O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCCC)CCCC	Training	NON-active	NON-active
1273	N.A.	O=S1(=O)(C(=C(C)S(=O)(=O)CC1)C)	Training	NON-active	Possible NON-active
1274	N.A.	O=C(O)COc1nc(c(cc1Cl)Cl)Cl	Training	NON-active	NON-active
1275	N.A.	O=C(OCC#CI)NCCCC	Training	NON-active	NON-active
1276	N.A.	O=C(Oc1cc(nnc1c2ccccc2)Cl)SCCCCCCCC	Training	NON-active	Possible NON-active
1277	N.A.	O=C1C=C(OS(=O)(=O)N1)C	Training	NON-active	NON-active
1278	N.A.	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C	Training	NON-active	Possible NON-active
1279	N.A.	OC(OCC(OC(OCCCC)CC)C)CC	Training	NON-active	Possible NON-active
1280	N.A.	O=C(OC)C(N(C(=O)COC)c1c(cccc1C)C)C	Training	NON-active	NON-active
1281	N.A.	N#CC(=NOC)C(=O)NC(=O)NCC	Training	NON-active	NON-active
1282	N.A.	O=C(OCc1ccccc1)CCCCC(=O)OCC(CC)CCCC	Training	NON-active	NON-active
1283	N.A.	O=C(OCCC(C)CC(C)(C)C)C	Training	NON-active	Possible NON-active
1284	N.A.	O=C1N(CCCCC1)CCCCCCCCCCCC	Training	NON-active	NON-active
1285	N.A.	O=C(ON=C(C)SC)N(C)SN(C(=O)ON=C(C)SC)C	Training	NON-active	NON-active
1286	N.A.	O=C1C(=CN(C=C1c2cccc(c2)C(F)(F)F)C)c3ccccc3	Training	NON-active	Possible NON-active
1287	N.A.	n1cnn(c1)CC2(OCC(O2)CCC)c3ccc(cc3Cl)Cl	Training	NON-active	NON-active
1288	N.A.	O=C1NC(C(=O)N1c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])(C)C	Training	NON-active	NON-active
1289	N.A.	O=C1C(=C(Cl)SN1CCCCCCCC)Cl	Training	NON-active	NON-active
1290	N.A.	O=C(OCCOCCCC)COc1nc(c(cc1Cl)Cl)Cl	Training	NON-active	NON-active
1291	N.A.	O=C(N5CCN(c4ccc(OCC1OC(OC1)(c2ccc(cc2Cl)Cl)Cn3cncc3)cc4)CC5)C	Training	NON-active	NON-active
1292	N.A.	n1c(nc(nc1N)NC2CC2)N	Training	NON-active	NON-active
1293	N.A.	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	NON-active	Possible NON-active
1294	N.A.	O=[N+]([O-])CC(=NC)NCCSCc1oc(cc1)CN(C)C	Training	NON-active	NON-active
1295	N.A.	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C	Training	NON-active	Possible NON-active
1296	N.A.	O=C(O)CCCCC(=O)OC(C)COC(=O)CCCCCCCCCCC	Training	NON-active	NON-active
1297	N.A.	FC(F)(F)c3ccc(C=CC(=NN=C1NCC(C)(C)CN1)C=Cc2ccc(cc2)C(F)(F)F)cc3	Training	Active	Not predicted
1298	N.A.	O1C(C)CN(CC1C)CC(C)Cc2ccc(cc2)C(C)(C)C	Training	NON-active	Possible NON-active
1299	N.A.	O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC	Training	NON-active	NON-active
1300	N.A.	Oc1ccc(cc1)C(c2ccc(OCCN(C)C)cc2)=C(c3ccccc3)CC	Training	Active	Active
1301	N.A.	N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-active	NON-active
1302	N.A.	O=C(Nc1ccccc1)Nc2ccnc(c2)Cl	Training	NON-active	NON-active
1303	N.A.	O=C(OCCOC1CC3CC1C2C=CCC23)C(=C)C	Training	NON-active	NON-active
1304	N.A.	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3	Training	NON-active	NON-active
1305	N.A.	O=C(OCCCCCCCC(C)C)c1ccccc1(C(=O)OCCCCCCCC(C)C)	Training	NON-active	NON-active
1306	N.A.	O=C(OCCCCCCC)CCCCC(=O)OCCCCCCCCC	Training	NON-active	NON-active
1307	N.A.	O=S(=O)(O)c3ccc(N=Nc2cc(OC)c(N=Nc1ccc(OC)cc1)cc2C)cc3	Training	NON-active	NON-active
1308	N.A.	FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl	Training	NON-active	Possible NON-active
1309	N.A.	O(C)[Si](OC)(OC)CCC[N+](C)(CCCCCCCCCC)CCCCCCCCCC	Training	NON-active	NON-active
1310	N.A.	O=C2N(c1ccccc1)CSC(=NC(C)(C)C)N2C(C)C	Training	NON-active	NON-active
1311	N.A.	O=C(O)COc1nc(F)c(c(N)c1Cl)Cl	Training	NON-active	NON-active
1312	N.A.	O=C3NC=Nc1c3(ncn1C2OC(CO)CC2)	Training	NON-active	Possible NON-active
1313	N.A.	O=C(OCCCC)C(Oc2ccc(Oc1ncc(cc1)C(F)(F)F)cc2)C	Training	NON-active	NON-active
1314	N.A.	OC1CCC(CCCC)CC1	Training	NON-active	Not predicted
1315	N.A.	O=C(N1CCOC12(CCCCC2))C(Cl)Cl	Training	NON-active	NON-active
1316	N.A.	O=C5OC2CC(OC1(OC(C(C=C1)C)C(C)CC)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C	Training	NON-active	NON-active
1317	N.A.	O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	NON-active	NON-active
1318	N.A.	O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2	Training	NON-active	NON-active
1319	N.A.	O=C1CC(CC(=O)C1C(=NOCC)CCC)CC(C)SCC	Training	NON-active	Possible NON-active
1320	N.A.	n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl	Training	NON-active	Possible NON-active
1321	N.A.	O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C)CC(O)C3	Training	NON-active	NON-active
1322	N.A.	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C	Training	NON-active	Possible NON-active
1323	N.A.	OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C	Training	NON-active	NON-active
1324	N.A.	O=C(OC(C(=O)OCC)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	NON-active	NON-active
1325	N.A.	O=C(NCO)N(CO)C1C(=O)N(C(=O)N1(CO))CO	Training	NON-active	NON-active
1326	N.A.	O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C	Training	NON-active	NON-active
1327	N.A.	c1cc(ccc1CCCCC)Cl	Training	NON-active	Possible NON-active
1328	N.A.	O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC	Training	NON-active	NON-active
1329	N.A.	O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)	Training	NON-active	NON-active
1330	N.A.	O=[N+]([O-])c2cc(c(c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])Cl)C(F)(F)F	Training	NON-active	NON-active
1331	N.A.	O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)(C)CC)C12)C)CC(O)C3	Training	NON-active	NON-active
1332	N.A.	OC(c1ccc(cc1Cl)Cl)(Cn2ncnc2)CCCC	Training	NON-active	NON-active
1333	N.A.	O(c1ccccc1)c2cccc(c2)COCC(c3ccc(OCC)cc3)(C)C	Training	NON-active	Possible active
1334	N.A.	O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(O)CC(OC(=O)C(C)CC)C12)C	Training	NON-active	NON-active
1335	N.A.	O=C(O)c2cccnc2(C1=NC(C(=O)N1)(C)C(C)C)	Training	NON-active	NON-active
1336	N.A.	O=C(O)c2cc3ccccc3(nc2(C1=NC(C(=O)N1)(C)C(C)C))	Training	NON-active	NON-active
1337	N.A.	O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC	Training	NON-active	NON-active
1338	N.A.	O=C(OC)c2ccc(cc2(C1=NC(=O)C(N1)(C)C(C)C))C	Training	NON-active	NON-active
1339	N.A.	O=C(OC(C)CCCCCC)COc1nc(F)c(c(N)c1Cl)Cl	Training	NON-active	NON-active
1340	N.A.	CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	Training	NON-active	Not predicted
1341	N.A.	O=C1N(OCC1(C)C)Cc2ccccc2Cl	Training	NON-active	Possible NON-active
1342	N.A.	O=C(OCCCCCC)CC(OC(=O)CCC)(C(=O)OCCCCCC)CC(=O)OCCCCCC	Training	NON-active	NON-active
1343	N.A.	O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC)	Training	NON-active	Possible NON-active
1344	N.A.	O=C(c2ccc(OCCN1CCCCC1)cc2)c5c3ccc(O)cc3sc5(c4ccc(O)cc4)	Training	Active	Possible active
1345	N.A.	O=C(OCc2cccc(c1ccccc1)c2C)C3C(C=C(C(F)(F)F)Cl)C3(C)(C)	Training	NON-active	NON-active
1346	N.A.	OC(C(=Cc1ccc(cc1Cl)Cl)n2ncnc2)C(C)(C)C	Training	NON-active	NON-active
1347	N.A.	O=C(O)c1c2ncc(cc2(ccc1Cl))Cl	Training	NON-active	NON-active
1348	N.A.	O=C5C=C4CCC3C(C(c1ccc(cc1)N(C)C)CC2(C)(C3(CCC2(O)(C#CC))))C4CC5	Training	Active	Active
1349	N.A.	Oc1ccc(cc1)CCCCCCC(C)C	Training	Active	Possible active
1350	N.A.	OCn1nc(cc1C)C	Training	NON-active	Not predicted
1351	N.A.	Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3	Training	NON-active	NON-active
1352	N.A.	O=C(c1nc(c2ccccc2(c1))c3ccccc3Cl)N(C)C(C)CC	Training	NON-active	NON-active
1353	N.A.	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Training	NON-active	NON-active
1354	N.A.	O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(OC(F)(F)C(F)F)c(c2)Cl)Cl	Training	NON-active	NON-active
1355	N.A.	O=C(OCCCCC)COc1cc(c(F)cc1Cl)N2C(=O)C3=C(C2(=O))CCCC3	Training	NON-active	NON-active
1356	N.A.	O=C(N(c1c(csc1C)C)C(C)COC)CCl	Training	NON-active	Possible NON-active
1357	N.A.	O(Cc1ccccc1C)C3CC2(OC3(C)(CC2))C(C)C	Training	NON-active	NON-active
1358	N.A.	O=C2CC(c1c(cc(cc1C)C)C)CC(=O)C2C(=NOCC)CC	Training	NON-active	NON-active
1359	N.A.	N#CC(c1ccc(cc1)Cl)(Cn2ncnc2)CCCC	Training	NON-active	NON-active
1360	N.A.	O=S(=O)(Oc1ccccc1)CCCCCCCCCCCCCCC	Training	NON-active	Possible NON-active
1361	N.A.	OC(c1ccc(cc1)Cl)(Cn2ncnc2)C(C)C3CC3	Training	NON-active	NON-active
1362	N.A.	O=C(OCC)C1CC(=O)C(C(=O)C1)C(=O)C2CC2	Training	NON-active	NON-active
1363	N.A.	n1ccccc1OC(C)COc3ccc(Oc2ccccc2)cc3	Training	NON-active	NON-active
1364	N.A.	n1cc(OP(OCC)(OC(C)C)=S)cnc1C(C)(C)C	Training	NON-active	NON-active
1365	N.A.	O=C1C(=C(C=NN1C(C)(C)C)SCc2ccc(cc2)C(C)(C)C)Cl	Training	NON-active	NON-active
1366	N.A.	O=C1NC(=O)SC1Cc4ccc(OCC3(Oc2c(c(c(O)c(c2CC3)C)C)C)(C))cc4	Training	NON-active	NON-active
1367	N.A.	O=C1C=CC4(C)(C(N1)CCC2C4(CCC3(C)(C(C(=O)NC(C)(C)C)CCC23)))	Training	NON-active	NON-active
1368	N.A.	O=C1N(CCS1)P(=O)(OCC)SC(C)CC	Training	NON-active	Possible NON-active
1369	N.A.	O=S(=O)(Nc1c(F)cccc1(F))c2nc3nc(ccn3(n2))C	Training	NON-active	NON-active
1370	N.A.	O=C(OC(C)CCCCC)COc1ccc(c2cccnc12)Cl	Training	NON-active	NON-active
1371	N.A.	O=C(NC(=O)c1c(F)cccc1(F))Nc3ccc(Oc2ccc(cc2Cl)C(F)(F)F)cc3(F)	Training	NON-active	NON-active
1372	N.A.	O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(OC(F)(F)C(F)C(F)(F)F)cc2Cl)Cl	Training	NON-active	NON-active
1373	N.A.	O=C1C4=C(C(=O)N1c3cc2c(OCC(=O)N2CC#C)cc3(F))CCCC4	Training	NON-active	NON-active
1374	N.A.	O=C(O)c2cc(cnc2(C1=NC(=O)C(N1)(C)C(C)C))C	Training	NON-active	NON-active
1375	N.A.	O=C(c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C)C2C(=O)CCCC2(=O)	Training	NON-active	NON-active
1376	N.A.	O=C(Nc1nn[nH]n1)c3c(OC(C)C)c2cc(OC)ccc2s3	Training	NON-active	Possible NON-active
1377	N.A.	O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C	Training	NON-active	NON-active
1378	N.A.	O=C1c3ccc(O)cc3(C(=O)N1c2c(cccc2C(C)C)C(C)C)	Training	Active	Possible active
1379	N.A.	OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C	Training	NON-active	NON-active
1380	N.A.	O=C(OCCC(C)C(CC)CC)C	Training	NON-active	Possible NON-active
1381	N.A.	C(#CC)c1nc(nc(c1)C)Nc2ccccc2	Training	NON-active	NON-active
1382	N.A.	O=C(C=C(c1ccc(cc1)Cl)c2ccc(OC)c(OC)c2)N3CCOCC3	Training	NON-active	NON-active
1383	N.A.	O=C1NC(=O)SC1Cc3ccc(OCCc2ncc(cc2)CC)cc3	Training	NON-active	NON-active
1384	N.A.	O=C(OC(C)(C)C)c1ccc(cc1)CON=Cc3c(nn(c3(Oc2ccccc2))C)C	Training	NON-active	Possible NON-active
1385	N.A.	N#CN=C2N(Cc1cnc(cc1)Cl)CCS2	Training	NON-active	NON-active
1386	N.A.	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c2ncccc2(C(=O)N(C)C)	Training	NON-active	NON-active
1387	N.A.	O=C(NN(C(=O)c1ccccc1)C(C)(C)C)c2ccc(cc2)Cl	Training	NON-active	NON-active
1388	N.A.	FC(F)C(F)(F)OCC(c1ccc(cc1Cl)Cl)Cn2ncnc2	Training	NON-active	NON-active
1389	N.A.	O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2ccc(cc2)CC	Training	NON-active	NON-active
1390	N.A.	O=C(O)CN2C(=O)N(C(=O)c1ccc(cc12)Cl)Cc3ccc(cc3(F))Br	Training	NON-active	NON-active
1391	N.A.	N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3ncnc3	Training	NON-active	NON-active
1392	N.A.	O=C(O)C2(C(=O)Nc1ccc(cc1Cl)Cl)(CC2)	Training	NON-active	NON-active
1393	N.A.	O=C(O)COc1ccc(cc1)CC(NCC(O)c2nc(C(F)(F)F)sc2)C	Training	NON-active	Possible NON-active
1394	N.A.	O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))COC	Training	NON-active	NON-active
1395	N.A.	N#CC(c1ccccc1)(Cn2ncnc2)CCc3ccc(cc3)Cl	Training	NON-active	NON-active
1396	N.A.	n1cnn(c1)CC2(OCC(C2)Br)(c3ccc(cc3Cl)Cl)	Training	NON-active	NON-active
1397	N.A.	O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(OC(F)(F)C(F)OC(F)(F)F)c(c2)Cl	Training	NON-active	NON-active
1398	N.A.	O=C(OC)CSc3cc(N=C1N2N(C(=O)S1)CCCC2)c(F)cc3Cl	Training	NON-active	NON-active
1399	N.A.	O=C(OC)C(=COC)c1ccccc1COc2nc(ccc2)C(F)(F)F	Training	NON-active	NON-active
1400	N.A.	O=C(OC)c2c(nc(c(C1=NCCS1)c2CC(C)C)C(F)(F)F)C(F)F	Training	NON-active	NON-active
1401	N.A.	O1CC(OC12(CCC(CC2)C(C)(C)C))CN(CC)CCC	Training	NON-active	Possible NON-active
1402	N.A.	n1cnn(c1)CC2(OCC(O2)C)c4ccc(Oc3ccc(cc3)Cl)cc4Cl	Training	NON-active	NON-active
1403	N.A.	O=C(OC(C)CC)N1CCCCC1CCO	Training	NON-active	NON-active
1404	N.A.	N#Cc1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl	Training	NON-active	Possible NON-active
1405	N.A.	N#Cc2nc(c(c1ccc(cc1)C)n2S(=O)(=O)N(C)C)Cl	Training	NON-active	NON-active
1406	N.A.	O=C(OCC)COc1ccc3c(c1)CC(NCC(O)c2cccc(c2)Cl)CC3	Training	NON-active	Possible active
1407	N.A.	n1c(nc(cc1C)C2CC2)Nc3ccccc3	Training	NON-active	NON-active
1408	N.A.	N#Cc2c(c1ccc(cc1)Cl)n(c(c2Br)C(F)(F)F)COCC	Training	NON-active	NON-active
1409	N.A.	O=C1N(N=C(N1C(F)F)C)c2cc(NS(=O)(=O)C)c(cc2Cl)Cl	Training	NON-active	NON-active
1410	N.A.	O=C(O)C4CCC(NC(=O)C1(CCCC1)CC(C(=O)Oc2ccc3c(c2)CCC3)COCCOC)CC4	Training	NON-active	NON-active
1411	N.A.	O=C2NN=C(C)CN2(N=Cc1cnccc1)	Training	NON-active	NON-active
1412	N.A.	O=C(O)c1c(cccc1Sc2nc(OC)cc(n2)OC)Cl	Training	NON-active	NON-active
1413	N.A.	O=C(N(C)C3CCC1(OCCC1)CC3(N2CCCC2))Cc5cccc4occc45	Training	NON-active	NON-active
1414	N.A.	Fc3ccc(Oc2ccnc1cc(cc(c12)Cl)Cl)cc3	Training	NON-active	NON-active
1415	N.A.	OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C(C)C))	Training	NON-active	NON-active
1416	N.A.	O=C(O)c3c(Oc1nc(OC)cc(n1)OC)cccc3(Oc2nc(OC)cc(n2)OC)	Training	NON-active	NON-active
1417	N.A.	O1c2ccc(cc2(OC1))CCN5CCCC(OC(c3ccccc3)c4ccccc4)C5	Training	NON-active	Not predicted
